,cuid,pred_revenue_30,pred_convert_30
3781,549915,466.8897267,0
3782,549921,54.85455556,0
3783,341903,18.16411111,0
3784,549959,94.26894333,0
3785,342038,92.49011111,0
3786,342049,108.9126667,0
3787,549985,2.866444444,0
3788,342271,159.4063333,0
3789,342326,80.24001111,0
3790,342345,48.57433889,0
3791,342379,5.230666667,0
3792,549994,1048.157214,0
3793,549999,261.7522,0
3794,342550,76.78727556,0
3795,342566,35.249,0
3796,342567,8.323222222,0
3797,550022,0,0
3798,342591,3.866333333,0
3799,342628,0,0
3800,342647,278.2831167,0
3801,342650,109.4981033,0
3802,342844,63.09533333,0
3803,342949,38.80555556,0
3804,342988,50.80944444,0
3805,343028,44.77422222,0
3806,343035,0,0
3807,343070,5.951111111,0
3808,550042,160.2933244,0
3809,343132,349.35811,0
3810,343271,70.06566889,0
3811,343278,25.77622222,0
3812,343304,41.75022222,0
3813,343349,6.569673333,0
3814,343361,0,0
3815,343406,0,0
3816,343472,0.711,0
3817,550053,128.1135556,0
3818,343542,0,0
3819,343559,142.7542967,0
3820,343574,10.40266667,0
3821,343588,282.337,0
3822,343609,810.3757334,0
3823,343643,447.6443798,0
3824,343680,0,0
3825,343684,99.372,0
3826,343690,302.5133144,0
3827,343717,0,0
3828,343783,0,0
3829,550085,6.890888889,0
3830,343855,0,0
3831,550107,41.91478333,0
3832,343861,52.87322222,0
3833,343864,39.58911111,0
3834,343877,5.110222222,0
3835,550123,55.26177778,0
3836,550124,22.13977778,0
3837,550131,106.8654444,0
3838,550143,528.6419578,0
3839,397275,0,0
3840,397277,193.9950311,0
3841,550151,865.3716844,0
3842,397303,10.332,0
3843,397305,139.5634056,0
3844,397317,0,0
3845,397337,3.799777778,0
3846,397344,0,0
3847,397388,0,0
3848,397390,4.559777778,0
3849,397398,33.93707667,0
3850,397443,34.945,0
3851,397459,31.16388889,0
3852,397472,24.00544444,0
3853,397525,95.46611333,0
3854,397526,262.6703333,0
3855,550172,34.54077778,0
3856,397539,194.3451111,0
3857,397583,23.78266667,0
3858,397600,135.1168889,0
3859,397633,223.8076667,0
3860,550196,842.3206667,0
3861,397653,95.34616444,0
3862,397659,27.97988889,0
3863,397674,20.35955556,0
3864,397713,0,0
3865,397718,0,0
3866,397725,0,0
3867,397744,0,0
3868,397780,0,0
3869,397783,0,0
3870,397785,58.57380333,0
3871,397801,45.61966667,0
3872,38482,88.70922222,0
3873,38500,179.226,0
3874,38543,189.9968167,0
3875,38579,2.306,0
3876,550218,202.4472222,0
3877,38650,0,0
3878,550241,145.0319789,0
3879,38831,3.644222222,0
3880,38832,67.13752889,0
3881,38850,101.337,0
3882,38855,165.7619956,0
3883,38982,169.4760656,0
3884,550278,106.8742222,0
3885,39059,241.2106167,0
3886,550297,259.7039789,0
3887,39202,92.80377778,0
3888,39219,142.7089733,0
3889,550316,32.321,0
3890,39502,137.2590244,0
3891,39603,0,0
3892,550346,107.4581422,0
3893,550347,39.19955556,0
3894,39657,24.28777778,0
3895,550349,6.665888889,0
3896,39761,120.6233333,0
3897,39773,279.2873333,0
3898,39807,18.56233333,0
3899,39826,0,0
3900,39912,17.77822222,0
3901,39919,20.33788889,0
3902,39942,87.4104,0
3903,39988,269.7054256,0
3904,39996,126.1308889,0
3905,550378,20.93511111,0
3906,40107,0,0
3907,550393,53.21859111,0
3908,550396,1.833,0
3909,40301,7.540777778,0
3910,40303,33.24144444,0
3911,40326,118.3978744,0
3912,40367,8.843666667,0
3913,40439,172.4149656,0
3914,550429,35.38530667,0
3915,40621,93.89249556,0
3916,40660,0,0
3917,40677,252.4975756,0
3918,40678,93.27088889,0
3919,40724,165.0576222,0
3920,550467,5.255222222,0
3921,40787,25.74816222,0
3922,40868,24.65122222,0
3923,40922,20.98577778,0
3924,550512,86.52022222,0
3925,41144,1.445111111,0
3926,114918,76.075,0
3927,114930,31.88555556,0
3928,115001,26.51707778,0
3929,115112,0,0
3930,550551,60.25421111,0
3931,115217,15.39933333,0
3932,115273,0,0
3933,115274,219.6151111,0
3934,550562,1776.685792,0
3935,115296,34.44457,0
3936,115302,198.8363589,0
3937,115309,37.16266667,0
3938,115350,0,0
3939,115384,66.66067,0
3940,115392,183.2137222,0
3941,550588,177.4742411,0
3942,115495,14.72827333,0
3943,115534,66.91066667,0
3944,115563,198.5120489,0
3945,115624,23.50122222,0
3946,115645,90.144,0
3947,115646,14.33222222,0
3948,115686,254.5845556,0
3949,550607,170.2428889,0
3950,115879,128.1995556,0
3951,115896,7.385333333,0
3952,116058,23.92233333,0
3953,116180,0,0
3954,116181,180.7161111,0
3955,116190,128.8614867,0
3956,116235,0,0
3957,116295,156.2095556,0
3958,116323,8.310666667,0
3959,116344,59.93481667,0
3960,116431,7.569,0
3961,116441,18.62044444,0
3962,550680,61.891,0
3963,550683,29.65455556,0
3964,116509,187.1246667,0
3965,550689,160.6969767,0
3966,116611,133.5851189,0
3967,116625,11.15511111,0
3968,116680,713.17777,0
3969,116722,170.3968889,0
3970,116725,14.65911111,0
3971,116770,161.3206589,0
3972,550724,220.2880433,0
3973,116860,502.3830389,0
3974,116881,41.57522222,0
3975,116935,35.11911111,0
3976,117030,62.462,0
3977,117059,185.9906933,0
3978,117073,239.4580033,0
3979,117075,0,0
3980,117126,273.6732222,0
3981,550764,217.42649,0
3982,117164,68.12706111,0
3983,117177,0,0
3984,117288,0,0
3985,550780,13.51088889,0
3986,117383,54.87088889,0
3987,117448,4.128888889,0
3988,117481,22.89366667,0
3989,117510,21.38644444,0
3990,191172,0,0
3991,191203,71.89160556,0
3992,191391,13.04366667,0
3993,191515,125.3873333,0
3994,191569,8.266222222,0
3995,191577,85.34466667,0
3996,191728,66.01585556,0
3997,191766,13.44775556,0
3998,550834,13.727,0
3999,192018,1.944333333,0
4000,192290,5.981277778,0
4001,550855,129.894,0
4002,192391,333.8856533,0
4003,550859,99.27642778,0
4004,192481,91.95705111,0
4005,192526,98.54294444,0
4006,192541,0,0
4007,192588,11.55744444,0
4008,192602,2.212797778,0
4009,550881,5.489888889,0
4010,550905,557.46496,0
4011,550912,47.07677778,0
4012,550919,29.10044444,0
4013,192650,208.31445,0
4014,550941,58.87577778,0
4015,192683,0,0
4016,192696,66.95095556,0
4017,192703,65.51411111,0
4018,195499,7.043,0
4019,550954,157.1251111,0
4020,550955,66.79944444,0
4021,195606,0,0
4022,550961,72.76088889,0
4023,195760,115.2117778,0
4024,195879,18.34055556,0
4025,195963,14.19877778,0
4026,195964,445.8446956,0
4027,195991,0,0
4028,551019,279.0846144,0
4029,196091,10.13477778,0
4030,196147,0,0
4031,196183,87.68211111,0
4032,517022,0,0
4033,196274,0,0
4034,196278,55.399,0
4035,551042,334.32411,0
4036,551049,67.84,0
4037,196429,51.64171778,0
4038,196438,7.221888889,0
4039,196537,11.83011667,0
4040,270270,55.72162444,0
4041,270310,8.544333333,0
4042,270362,2.466333333,0
4043,270438,12.68677778,0
4044,270645,6.980151111,0
4045,270678,0,0
4046,551071,162.8023033,0
4047,271220,43.76177778,0
4048,551076,36.01088889,0
4049,271346,232.6338278,0
4050,271465,2.867243333,0
4051,271553,25.81222222,0
4052,271596,0.721444444,0
4053,271598,0,0
4054,271672,0,0
4055,271804,0,0
4056,271811,7.665333333,0
4057,271993,124.6999056,0
4058,551105,59.88444444,0
4059,551130,75.62252444,0
4060,272190,142.4346667,0
4061,551166,18.40688889,0
4062,272688,2.584666667,0
4063,272733,213.9373344,0
4064,272763,80.61066667,0
4065,272765,4.543444444,0
4066,272777,13.44510222,0
4067,272834,0,0
4068,272841,5.166,0
4069,523702,0,0
4070,272862,7.275546667,0
4071,272867,9.286306667,0
4072,272893,4.011555556,0
4073,272905,25.44266667,0
4074,272916,82.29177778,0
4075,272926,269.1225778,0
4076,551184,117.6343344,0
4077,346672,22.31755556,0
4078,346700,0,0
4079,346727,16.54311111,0
4080,346751,37.30792778,0
4081,346777,7.532888889,0
4082,346781,19.51622222,0
4083,346804,6.865666667,0
4084,346807,34.13265556,0
4085,346820,91.97522222,0
4086,346860,41.25811111,0
4087,346951,0,0
4088,346958,0,0
4089,347046,12.14366667,0
4090,347120,483.9142089,0
4091,347200,0,0
4092,551265,26.35639222,0
4093,551286,11.61988889,0
4094,347497,2.355333333,0
4095,347596,107.0670044,0
4096,347650,67.20944444,0
4097,347771,55.23232222,0
4098,551320,1.772666667,0
4099,347894,74.01038889,0
4100,347895,57.15733333,0
4101,551346,140.274,0
4102,551350,177.6929056,0
4103,347950,174.9828611,0
4104,348018,48.61733333,0
4105,348057,37.74955556,0
4106,348070,5.343888889,0
4107,348097,16.73555556,0
4108,348120,56.18855556,0
4109,348130,122.7717867,0
4110,348227,0.793,0
4111,348229,51.25722222,0
4112,348281,0,0
4113,348345,148.4227833,0
4114,551362,51.59122222,0
4115,348383,26.77733333,0
4116,348389,47.75774444,0
4117,348396,38.41144444,0
4118,348402,70.63128556,0
4119,348447,351.2008889,0
4120,348456,680.1753233,0
4121,551366,446.18204,0
4122,348516,16.48711111,0
4123,348539,65.23477778,0
4124,348584,0.852413333,0
4125,551370,116.8759867,0
4126,348694,139.28765,0
4127,551383,38.58130333,0
4128,348799,78.22798,0
4129,348802,13.77963556,0
4130,348847,225.5737467,0
4131,348853,0,0
4132,348873,59.93307111,0
4133,348886,10.74222222,0
4134,348892,32.89555556,0
4135,551389,66.70288889,0
4136,348907,170.7733111,0
4137,348959,251.3240622,0
4138,348962,4.736222222,0
4139,551421,257.1841111,0
4140,349070,346.1518844,0
4141,349091,33.78855556,0
4142,551455,0,0
4143,349121,34.03245333,0
4144,349132,0,0
4145,349136,0.793444444,0
4146,349160,0,0
4147,551482,0,0
4148,349258,0,0
4149,349260,0,0
4150,349263,0,0
4151,349277,11.399,0
4152,349290,0,0
4153,399373,12.35955556,0
4154,399376,0,0
4155,399402,79.04566667,0
4156,551491,164.9691111,0
4157,399505,43.81444444,0
4158,399615,0,0
4159,399633,0,0
4160,528695,0,0
4161,551521,45.67677778,0
4162,399736,14.91044444,0
4163,551525,0,0
4164,43922,89.46233333,0
4165,43986,13.62714444,0
4166,43988,113.2758889,0
4167,44037,362.6472033,0
4168,44043,62.08209333,0
4169,44058,30.24111111,0
4170,551543,278.2092156,0
4171,44170,167.0157156,0
4172,44201,8.773777778,0
4173,551560,149.3638889,0
4174,44383,16.85699111,0
4175,44400,56.43411111,0
4176,44411,183.6637333,0
4177,44468,17.18777778,0
4178,551590,509.0817378,0
4179,44532,97.88477778,0
4180,44568,15.82144444,0
4181,44611,350.7493878,0
4182,44674,136.1683333,0
4183,44738,24.646,0
4184,551619,176.9427678,0
4185,44764,42.22027556,0
4186,551621,64.08515111,0
4187,44834,456.9283222,0
4188,44848,173.2435056,0
4189,44853,0,0
4190,551643,0,0
4191,44960,19.82388889,0
4192,45017,56.42188889,0
4193,45037,122.5192222,0
4194,551660,27.64405111,0
4195,45163,106.9262333,0
4196,551672,34.49533333,0
4197,45264,145.9025711,0
4198,45331,84.125,0
4199,551676,326.6798422,0
4200,45470,66.45255556,0
4201,45497,9.252914444,0
4202,45597,22.66557556,0
4203,45616,135.1208289,0
4204,45624,53.31823889,0
4205,45696,15.288,0
4206,45698,96.51644444,0
4207,45732,58.94198222,0
4208,45747,0,0
4209,45899,172.57854,0
4210,45907,0,0
4211,45926,390.4030256,0
4212,45964,113.6626589,0
4213,46064,145.5710156,0
4214,46099,129.9573578,0
4215,551754,53.80219222,0
4216,46244,70.27744444,0
4217,46286,72.95150556,0
4218,46305,220.926,0
4219,46322,18.90133889,0
4220,551770,22.60444444,0
4221,46454,0.611,0
4222,46469,11.59722222,0
4223,46523,118.8033756,0
4224,46540,60.38957556,0
4225,46544,11.55855556,0
4226,551796,82.65743222,0
4227,120268,19.494,0
4228,120394,214.7167756,0
4229,120410,7.486581111,0
4230,551820,137.8785556,0
4231,551826,396.0228556,0
4232,120567,0,0
4233,120571,217.2510078,0
4234,120664,0,0
4235,120680,3.366777778,0
4236,120785,73.69088889,0
4237,120802,40.79577778,0
4238,120902,1.767222222,0
4239,120908,0,0
4240,120946,4.243111111,0
4241,120954,48.73458556,0
4242,120996,360.86126,0
4243,121010,28.56288889,0
4244,551869,220.98256,0
4245,551880,194.1933533,0
4246,121106,3.443777778,0
4247,551889,16.45529778,0
4248,121169,52.51044444,0
4249,121174,49.78988889,0
4250,121258,65.07755556,0
4251,551910,257.5273444,0
4252,551911,19.12655556,0
4253,121536,184.8133333,0
4254,121623,320.7180269,0
4255,121721,2300.81236,0
4256,121724,0,0
4257,121753,608.2383611,0
4258,551966,112.5305711,0
4259,121914,30.83611111,0
4260,121920,49.00838333,0
4261,551988,25.15088889,0
4262,551990,218.1076578,0
4263,122054,39.44677778,0
4264,122163,228.8622122,0
4265,122186,0,0
4266,552022,41.00891444,0
4267,122468,43.16888444,0
4268,122548,48.16864,0
4269,122550,0,0
4270,122595,97.186,0
4271,122624,557.189789,0
4272,122730,16.66233333,0
4273,122735,76.79255556,0
4274,552052,54.21333333,0
4275,552053,901.9028533,0
4276,552056,231.1666122,0
4277,122910,4.893435556,0
4278,122922,263.5523589,0
4279,196686,0.933222222,0
4280,552074,15.95955556,0
4281,196758,185.2554956,0
4282,196787,0,0
4283,196802,58.29944444,0
4284,196813,7.365222222,0
4285,196867,454.2730822,0
4286,196986,0,0
4287,197149,1.587546667,0
4288,197169,0,0
4289,197193,146.3491456,0
4290,197579,52.22166667,0
4291,197628,193.4407556,0
4292,552124,22.83877778,0
4293,197656,214.5496744,0
4294,197720,26.75444444,0
4295,197924,6.240011111,0
4296,197930,89.08943333,0
4297,197935,21.48477778,0
4298,197946,0,0
4299,197977,54.53,0
4300,198010,70.07945,0
4301,198012,35.59457278,0
4302,198022,2170.252524,0
4303,198033,35.59457278,0
4304,198041,2.649444444,0
4305,198057,1.377444444,0
4306,198060,12.23555556,0
4307,552172,10.78794,0
4308,552180,98.04,0
4309,552200,38.88633333,0
4310,198081,0,0
4311,46586,24.00977778,0
4312,46612,13.29577778,0
4313,46650,112.1045944,0
4314,46684,228.5737944,0
4315,46722,112.5566044,0
4316,46746,77.03644444,0
4317,46747,289.6416978,0
4318,46761,12.23924667,0
4319,46776,66.23930111,0
4320,552235,102.9627511,0
4321,47020,240.6406667,0
4322,552253,286.6898667,0
4323,47107,64.65339,0
4324,47157,75.42366667,0
4325,552268,24.75277778,0
4326,47237,0,0
4327,47240,0,0
4328,47255,28.91077778,0
4329,552282,358.4604711,0
4330,552288,56.61144444,0
4331,47334,272.9339633,0
4332,47345,64.97546222,0
4333,47382,85.28422222,0
4334,47430,16.75377778,0
4335,47878,443.70709,0
4336,47905,27.70668333,0
4337,552360,39.78488889,0
4338,552371,604.6825578,0
4339,48015,12.52687,0
4340,48023,76.4612,0
4341,48069,0,0
4342,48070,5.399444444,0
4343,48083,52.42588889,0
4344,48093,185.2999122,0
4345,48156,109.8891133,0
4346,552382,8.949111111,0
4347,48255,0,0
4348,48290,208.9353333,0
4349,48307,94.04841222,0
4350,552401,20.61682889,0
4351,48364,138.042,0
4352,48462,5.206,0
4353,48498,296.6478889,0
4354,552426,95.22177778,0
4355,552435,49.75611111,0
4356,48585,11.93233333,0
4357,48653,205.0971044,0
4358,48670,24.148,0
4359,48686,40.166,0
4360,48725,14.79822222,0
4361,552452,24.787,0
4362,48815,10.75455556,0
4363,48869,0,0
4364,49138,5.732,0
4365,552499,93.68340556,0
4366,552501,100.6741111,0
4367,49245,6.546604444,0
4368,552529,11.93244444,0
4369,123131,6.944555556,0
4370,123166,190.1820933,0
4371,123262,19.07211111,0
4372,552549,245.3033333,0
4373,123390,68.41011111,0
4374,552560,20.33244444,0
4375,123458,0,0
4376,123532,29.15111111,0
4377,123549,5.540666667,0
4378,123572,154.5707178,0
4379,123597,18.47177778,0
4380,552578,54.31333333,0
4381,123638,6.883,0
4382,552581,35.90877778,0
4383,552582,37.02365333,0
4384,123701,4.596,0
4385,123722,274.4580178,0
4386,552595,434.8284444,0
4387,552601,36.18787556,0
4388,124038,7.045555556,0
4389,124046,1.282444444,0
4390,124078,6.193888889,0
4391,124080,7.002555556,0
4392,124087,0,0
4393,552630,105.9468978,0
4394,552636,51.30798222,0
4395,124273,50.67722222,0
4396,552657,108.0028889,0
4397,552667,265.6246933,0
4398,124490,13.368,0
4399,124506,65.09401667,0
4400,124521,1.967222222,0
4401,124581,5.321666667,0
4402,124588,16.11544444,0
4403,124602,478.3131678,0
4404,124609,0,0
4405,552690,92.39666667,0
4406,124639,14.233,0
4407,124641,22.51265556,0
4408,552691,5.388333333,0
4409,124666,9.370666667,0
4410,124669,47.65166667,0
4411,124750,16.673,0
4412,124768,12.18322222,0
4413,124804,80.95044444,0
4414,124847,120.4671111,0
4415,517349,0,0
4416,125068,248.9184122,0
4417,125148,0,0
4418,125225,79.55622222,0
4419,552757,2298.085556,0
4420,125316,50.26488889,0
4421,125361,53.75423333,0
4422,552768,420.1818311,0
4423,552769,810.3757334,0
4424,517380,131.8477811,0
4425,125441,24.65477778,0
4426,552780,114.5913133,0
4427,125589,117.9885556,0
4428,199297,0,0
4429,552801,0,0
4430,199361,0,0
4431,199431,0,0
4432,552815,82.44868333,0
4433,552818,273.8217978,0
4434,199779,89.22715778,0
4435,199822,18.19711111,0
4436,552830,266.6788289,0
4437,199863,93.065,0
4438,199865,18.37209444,0
4439,200076,0,0
4440,200577,71.81411111,0
4441,200598,2.244333333,0
4442,200673,93.45162,0
4443,200690,37.42261222,0
4444,552853,19.29611111,0
4445,200768,2.577555556,0
4446,552872,196.5054589,0
4447,203638,185.2573333,0
4448,552891,55.22466667,0
4449,203684,44.44977778,0
4450,203764,12.64222222,0
4451,203773,15.53577778,0
4452,203821,2.911,0
4453,203828,0,0
4454,552914,16.83244444,0
4455,203884,35.36684667,0
4456,203903,145.133,0
4457,204029,39.82560889,0
4458,204043,0,0
4459,204089,0,0
4460,204127,16.73788889,0
4461,204150,59.78565556,0
4462,204222,41.34811111,0
4463,552954,73.12853111,0
4464,552955,64.44833333,0
4465,204275,0,0
4466,204337,12.63154556,0
4467,204354,89.54533333,0
4468,552960,0,0
4469,204466,74.408,0
4470,204547,9.357888889,0
4471,278684,39.56290556,0
4472,278767,0.055444444,0
4473,278816,1.788777778,0
4474,279171,5.840444444,0
4475,279342,19.32144444,0
4476,279608,0,0
4477,279643,5.705777778,0
4478,279728,7.09,0
4479,279736,42.22176444,0
4480,279973,82.93544444,0
4481,280005,53.92625444,0
4482,280044,171.4656211,0
4483,553043,191.9199289,0
4484,553048,280.7019589,0
4485,553053,47.68155556,0
4486,553056,189.5675556,0
4487,553064,87.53004444,0
4488,553087,1.788777778,0
4489,553092,56.02325111,0
4490,280539,39.88611111,0
4491,280561,440.5307333,0
4492,280578,101.6057778,0
4493,280593,0,0
4494,280715,0,0
4495,280727,0,0
4496,280764,171.8395556,0
4497,280852,3.905444444,0
4498,280891,0,0
4499,280901,141.1494833,0
4500,280942,46.60164222,0
4501,355061,28.45944444,0
4502,355175,54.95176556,0
4503,553169,173.2560811,0
4504,553181,129.3896967,0
4505,355472,526.808,0
4506,355501,0,0
4507,355545,75.84155556,0
4508,355592,0,0
4509,553208,102.252,0
4510,553225,164.9726678,0
4511,355987,22.28366667,0
4512,356009,0,0
4513,553245,9.493222222,0
4514,356047,28.29533333,0
4515,356126,0,0
4516,356203,110.0840667,0
4517,356221,1.664333333,0
4518,356248,68.39282444,0
4519,356265,53.71211111,0
4520,356275,11.09966667,0
4521,356308,62.86413111,0
4522,356320,0,0
4523,356377,3.133,0
4524,356458,129.6824633,0
4525,356556,0.466444444,0
4526,356558,4.856852222,0
4527,356670,1.499444444,0
4528,356716,30.58012222,0
4529,356781,0,0
4530,356795,83.43344444,0
4531,356968,0,0
4532,356980,0,0
4533,356993,33.91938333,0
4534,357055,0,0
4535,357060,6.184,0
4536,553320,50.57339222,0
4537,357172,33.44644444,0
4538,553350,228.9131056,0
4539,357200,15.23433333,0
4540,357203,19.04255556,0
4541,357229,118.1664633,0
4542,553372,376.2157478,0
4543,553376,177.5355978,0
4544,357277,0,0
4545,357284,38.64933333,0
4546,357298,0,0
4547,553389,0.999777778,0
4548,357354,21.50422222,0
4549,357417,0,0
4550,402505,2.221777778,0
4551,402530,0,0
4552,402537,75.12960667,0
4553,402579,438.2118922,0
4554,402648,8.011111111,0
4555,402660,16.55522222,0
4556,402683,29.66977778,0
4557,553419,256.3534444,0
4558,553429,224.1828889,0
4559,402779,0,0
4560,402822,0,0
4561,402874,7.585111111,0
4562,206477,11.87033333,0
4563,206517,93.16279778,0
4564,553457,16.34763889,0
4565,206740,149.6449144,0
4566,206754,0,0
4567,206762,51.82733333,0
4568,206787,385.8687267,0
4569,206845,64.56622111,0
4570,206876,124.7088533,0
4571,206983,188.1165333,0
4572,207057,16.91748222,0
4573,207095,41.65388889,0
4574,207135,93.25111111,0
4575,207195,158.8837244,0
4576,207202,141.4242678,0
4577,553514,31.31855222,0
4578,207225,54.39816778,0
4579,207228,141.5933333,0
4580,207288,304.7764078,0
4581,207343,80.96486667,0
4582,207347,17.88666667,0
4583,281094,2.122111111,0
4584,281183,11.36911111,0
4585,281348,0,0
4586,281731,41.85666667,0
4587,281767,61.10938444,0
4588,553552,483.6416922,0
4589,553555,103.75176,0
4590,553558,34.91733333,0
4591,282289,269.4514222,0
4592,282356,27.75677778,0
4593,282360,0,0
4594,282513,44.39533333,0
4595,282523,82.15444444,0
4596,282551,124.4525444,0
4597,282565,61.61733333,0
4598,282596,0,0
4599,282623,0,0
4600,282625,0,0
4601,282725,20.72077778,0
4602,282810,29.14388889,0
4603,282862,0,0
4604,282913,0,0
4605,553587,810.3757334,0
4606,553598,128.77606,0
4607,283012,33.26844444,0
4608,553630,80.35544444,0
4609,553637,12.22211111,0
4610,553642,156.1965556,0
4611,553646,64.12890778,0
4612,283398,0,0
4613,283429,182.5666144,0
4614,283522,9.296444444,0
4615,283616,3.943372222,0
4616,283649,0,0
4617,283656,192.4521111,0
4618,283713,0,0
4619,357478,44.13566667,0
4620,357522,0,0
4621,357627,0,0
4622,357657,40.22866667,0
4623,357712,0,0
4624,357713,0,0
4625,357738,0,0
4626,357754,62.49422222,0
4627,357767,14.88716111,0
4628,553680,202.5090422,0
4629,553688,204.3852889,0
4630,553693,84.65782889,0
4631,553698,21.43084444,0
4632,358100,60.4846,0
4633,553723,256.5035289,0
4634,553725,393.9038911,0
4635,553742,129.25914,0
4636,553756,53.79927,0
4637,553762,41.22033333,0
4638,358381,76.15654111,0
4639,358705,337.1711111,0
4640,358730,22.686,0
4641,358756,23.15344444,0
4642,553784,18.20211111,0
4643,358849,54.39733333,0
4644,358963,0,0
4645,359004,4.157858889,0
4646,359101,63.30710667,0
4647,359103,1.533,0
4648,359137,0,0
4649,359169,0,0
4650,359223,0.657937778,0
4651,359282,235.5186667,0
4652,359417,102.67622,0
4653,359524,133.8468167,0
4654,359655,0.766,0
4655,359667,4.17422,0
4656,359805,0,0
4657,553828,114.232,0
4658,359888,2.800555556,0
4659,359892,0,0
4660,553832,116.98654,0
4661,553856,266.3977778,0
4662,360082,19.49822222,0
4663,360100,13.78011111,0
4664,360137,0,0
4665,553912,71.165,0
4666,403483,11.362,0
4667,403508,154.5719167,0
4668,553933,235.89922,0
4669,403614,437.2200956,0
4670,403631,33.69455556,0
4671,403649,54.38844444,0
4672,403700,95.11211111,0
4673,403737,78.60511111,0
4674,553950,293.4991278,0
4675,403813,6.936888889,0
4676,403816,19.32411111,0
4677,553985,39.26988889,0
4678,403842,0,0
4679,403844,2.277444444,0
4680,403847,119.0992444,0
4681,403919,0,0
4682,403952,0,0
4683,403960,0,0
4684,403989,4.34072,0
4685,403991,62.13533333,0
4686,52006,120.4258689,0
4687,554005,10.23052,0
4688,554007,1.962222222,0
4689,52149,0,0
4690,52162,24.06007556,0
4691,52164,201.5363073,0
4692,52206,14.13111111,0
4693,52337,125.5521744,0
4694,52356,0,0
4695,52371,0,0
4696,554045,39.389,0
4697,554057,100.016,0
4698,52573,203.4965244,0
4699,52591,0,0
4700,554059,89.20677444,0
4701,554066,18.11068667,0
4702,52675,110.9198889,0
4703,554069,240.11946,0
4704,52817,64.10354667,0
4705,52846,49.53433333,0
4706,52881,0,0
4707,53001,83.67688889,0
4708,53027,31.89133333,0
4709,53038,131.4704444,0
4710,53070,67.50567778,0
4711,53143,470.5606889,0
4712,53152,321.0182222,0
4713,554136,276.9408133,0
4714,53226,2.933,0
4715,53247,69.19433333,0
4716,554143,61.22444778,0
4717,53291,367.8350589,0
4718,53374,8.203888889,0
4719,53416,0,0
4720,53456,123.997,0
4721,53579,104.0429222,0
4722,53639,52.21788889,0
4723,53657,81.70733333,0
4724,53662,109.3256256,0
4725,53665,57.01765667,0
4726,53701,13.49733333,0
4727,53718,0,0
4728,53766,0,0
4729,53777,29.06233333,0
4730,53804,28.15941333,0
4731,53942,20.87277778,0
4732,54036,4.254222222,0
4733,554236,101.6049056,0
4734,54094,33.95244444,0
4735,54158,51.16033444,0
4736,54331,246.2100489,0
4737,54410,173.3113222,0
4738,54450,86.36947,0
4739,54455,11.59955556,0
4740,54598,52.31023889,0
4741,554294,62.23577778,0
4742,554297,78.44311333,0
4743,554309,26.24333333,0
4744,131097,41.87555556,0
4745,131132,79.12388889,0
4746,131144,73.24155556,0
4747,131153,38.97619222,0
4748,131258,109.4776667,0
4749,131304,14.10933333,0
4750,554339,12.17988889,0
4751,131329,116.1825633,0
4752,131353,29.306,0
4753,131479,43.66876667,0
4754,131505,124.7588544,0
4755,131556,49.63077778,0
4756,554362,227.3167333,0
4757,131621,62.95495556,0
4758,131623,555.7269478,0
4759,131641,0.955747778,0
4760,131740,80.95044444,0
4761,554390,21.31596556,0
4762,131792,161.4988967,0
4763,131794,6.033,0
4764,554394,139.8503367,0
4765,131950,0,0
4766,554412,31.55908889,0
4767,132021,102.5261889,0
4768,132047,119.0715033,0
4769,132078,25.477,0
4770,554428,23.67,0
4771,132145,66.98488889,0
4772,132203,41.062,0
4773,132219,24.22655556,0
4774,132307,0,0
4775,132373,278.0823333,0
4776,132430,77.22011111,0
4777,554458,151.71529,0
4778,132443,157.8125556,0
4779,132513,3.926555556,0
4780,132643,15.85499111,0
4781,132657,1263.923658,0
4782,132694,0,0
4783,132712,141.3115856,0
4784,132823,32.13988778,0
4785,554500,21.28132111,0
4786,132870,35.93188889,0
4787,554506,14.57711111,0
4788,132891,139.6913333,0
4789,132892,171.4972733,0
4790,554517,75.12960667,0
4791,133018,5.739777778,0
4792,133025,0,0
4793,133076,15.33066667,0
4794,133165,0,0
4795,133177,98.21522222,0
4796,133231,198.5832733,0
4797,133323,267.637,0
4798,554558,197.5965711,0
4799,133410,66.54033333,0
4800,133417,89.84971111,0
4801,133449,8.530747778,0
4802,133505,9.374444444,0
4803,133525,49.26376111,0
4804,133539,79.05664,0
4805,133610,190.5707288,0
4806,133657,685.6508889,0
4807,133699,0,0
4808,133730,0,0
4809,133732,0,0
4810,133758,20.70802889,0
4811,207432,778.7444144,0
4812,207442,48.18566667,0
4813,207473,153.4651111,0
4814,207528,11.57444444,0
4815,207530,0,0
4816,207534,46.29494778,0
4817,208241,60.17644444,0
4818,208259,2.210777778,0
4819,208515,343.331,0
4820,208684,0,0
4821,208774,0,0
4822,208788,250.0170344,0
4823,208803,54.27946222,0
4824,208816,186.76947,0
4825,554661,86.96759222,0
4826,554692,30.91133333,0
4827,554699,166.6818511,0
4828,211925,438.5406667,0
4829,211956,7.427888889,0
4830,212018,61.72611111,0
4831,554719,2065.910183,0
4832,212121,50.81337222,0
4833,212145,11.06533333,0
4834,554729,894.1568889,0
4835,554734,145.3211111,0
4836,554735,214.4378889,0
4837,212371,19.494,0
4838,212382,24.68033333,0
4839,212533,41.739,0
